Identifiant station;Nom de la Station;Nom de la ligne;Niveau de pollution aux particules;Niveau de pollution;Incertitude;Recommandation de surveillance;Action(s) QAI en cours;Lien vers les mesures en direct;Durée des mesures;stop_lon;stop_lat;point_geo;pollution_air;niveau;actions;niveau_pollution
IDFM:463127;Bel-Air;Métro 6;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.400867131995259;48.84142733223358;48.84142733223358, 2.400867131995259;station aérienne;Station aérienne;;station aérienne
IDFM:463112;Bibliothèque François Mitterrand;Métro 14;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.376487371168301;48.8299257659289;48.829925765928905, 2.376487371168301;pollution faible - incertitude forte;Pollution faible;;pollution faible
IDFM:463131;Bobigny Pablo Picasso;Métro 5;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;;2.449301336646573;48.906366795030564;48.906366795030564, 2.4493013366465726;pollution moyenne - incertitude forte;Pollution moyenne;Action(s) d'amélioration de la qualité de l'air en cours;pollution moyenne
IDFM:monomodalStopPlace:43094;Boissy-Saint-Léger;RER A;station aérienne;station aérienne;;non;Action(s) d'amélioration de la qualité de l'air en cours;https://www.airparif.fr/;;2.5044981766907157;48.75226730782187;48.752267307821874, 2.504498176690716;station aérienne;Station aérienne;Action(s) d'amélioration de la qualité de l'air en cours;station aérienne
IDFM:monomodalStopPlace:43099;Breuillet Village;RER C;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.1703542572903327;48.564334134045744;48.56433413404574, 2.170354257290333;station aérienne;Station aérienne;;station aérienne
IDFM:22176;Cambronne;Métro 6;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.302941728337612;48.84754311219353;48.84754311219352, 2.3029417283376117;station aérienne;Station aérienne;;station aérienne
IDFM:monomodalStopPlace:43104;Cergy le Haut;RER A;pollution moyenne;MOYENNE;Évaluation : campagne de mesure ponctuelle;non;Action(s) d'amélioration de la qualité de l'air en cours;;campagne de mesure ponctuelle;2.011579068023536;49.04823262405815;49.04823262405815, 2.011579068023536;pollution moyenne - incertitude faible;Pollution moyenne;Action(s) d'amélioration de la qualité de l'air en cours;pollution moyenne
IDFM:monomodalStopPlace:58757;Champ de Mars Tour Eiffel;RER C;pollution moyenne;MOYENNE;Évaluation : campagne de mesure ponctuelle;non;;;campagne de mesure ponctuelle;2.289656249386548;48.856476566659204;48.8564765666592, 2.2896562493865478;pollution moyenne - incertitude faible;Pollution moyenne;;pollution moyenne
IDFM:monomodalStopPlace:58270;Champigny;RER A;station aérienne;station aérienne;;non;Action(s) d'amélioration de la qualité de l'air en cours;https://www.airparif.fr/;;2.510538043646919;48.806823094561366;48.80682309456137, 2.510538043646919;station aérienne;Station aérienne;Action(s) d'amélioration de la qualité de l'air en cours;station aérienne
IDFM:monomodalStopPlace:411428;Chantilly - Gouvieux;RER D;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.459515914008524;49.187030004664;49.187030004663995, 2.4595159140085237;station aérienne;Station aérienne;;station aérienne
IDFM:monomodalStopPlace:45102;Châtelet les Halles;RER A;pollution moyenne;MOYENNE;Évaluation : mesures permanentes;non;Action(s) d'amélioration de la qualité de l'air en cours;https://air-interieur.ratp.fr/;mesures permanentes;2.34697651043533;48.86174503191322;48.86174503191322, 2.34697651043533;pollution moyenne - incertitude faible;Pollution moyenne;Action(s) d'amélioration de la qualité de l'air en cours;pollution moyenne
IDFM:monomodalStopPlace:58879;Chelles - Gournay;RER E;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.5833806594500697;48.874119488970614;48.87411948897062, 2.5833806594500697;station aérienne;Station aérienne;;station aérienne
IDFM:463146;Chemin Vert;Métro 8;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;;2.3680950853859906;48.857087367820284;48.85708736782028, 2.368095085385991;pollution faible - incertitude forte;Pollution faible;Action(s) d'amélioration de la qualité de l'air en cours;pollution faible
IDFM:monomodalStopPlace:473843;Cité Universitaire;RER B;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.3388576809777035;48.82150600684166;48.82150600684166, 2.3388576809777035;station aérienne;Station aérienne;;station aérienne
IDFM:22120;Colonel Fabien;Métro 2;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;;2.370576102819657;48.87769534580554;48.877695345805535, 2.3705761028196575;pollution moyenne - incertitude forte;Pollution moyenne;Action(s) d'amélioration de la qualité de l'air en cours;pollution moyenne
IDFM:monomodalStopPlace:45771;Combs-la-Ville - Quincy;RER D;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.5476998823085504;48.66781972180002;48.667819721800015, 2.5476998823085504;station aérienne;Station aérienne;;station aérienne
IDFM:463162;Commerce;Métro 8;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.293851708440619;48.844584855240115;48.84458485524012, 2.293851708440619;pollution faible - incertitude forte;Pollution faible;;pollution faible
IDFM:22057;Concorde;Métro 12;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.323181449571859;48.866150034825935;48.86615003482594, 2.323181449571859;pollution moyenne - incertitude forte;Pollution moyenne;;pollution moyenne
IDFM:463152;Corentin Cariou;Métro 7;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.3822915571646335;48.89467266005629;48.89467266005628, 2.382291557164633;pollution faible - incertitude forte;Pollution faible;;pollution faible
IDFM:463165;Cour Saint-Emilion;Métro 14;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.386617850214058;48.83331930384343;48.833319303843425, 2.386617850214058;pollution faible - incertitude forte;Pollution faible;;pollution faible
IDFM:463168;Daumesnil;Métro 8;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;oui;;;;2.395573606140371;48.83967393140864;48.83967393140864, 2.395573606140371;pollution moyenne - incertitude forte;Pollution moyenne;;pollution moyenne
IDFM:monomodalStopPlace:43081;Etréchy;RER C;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.1947692381982216;48.493877421500905;48.49387742150091, 2.1947692381982216;station aérienne;Station aérienne;;station aérienne
IDFM:22200;Filles du Calvaire;Métro 8;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.3668268597954123;48.86308830188695;48.86308830188695, 2.366826859795412;pollution faible - incertitude forte;Pollution faible;;pollution faible
IDFM:monomodalStopPlace:43125;Fontenay-aux-Roses;RER B;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.2929083820455323;48.78756698215643;48.78756698215643, 2.2929083820455323;station aérienne;Station aérienne;;station aérienne
IDFM:22082;Franklin D. Roosevelt;Métro 1;pollution faible;FAIBLE;Évaluation : mesures permanentes;non;;https://air-interieur.ratp.fr/;mesures permanentes;2.3093596665196277;48.8691648256349;48.8691648256349, 2.309359666519628;pollution faible - incertitude faible;Pollution faible;;pollution faible
IDFM:monomodalStopPlace:43044;Gagny;RER E;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.5254046016945138;48.883728731604535;48.883728731604535, 2.5254046016945138;station aérienne;Station aérienne;;station aérienne
IDFM:463184;Gaîté;Métro 13;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.3223539967788067;48.83852608502254;48.83852608502253, 2.3223539967788067;pollution faible - incertitude forte;Pollution faible;;pollution faible
IDFM:monomodalStopPlace:470195;Gare de Lyon;RER A;pollution moyenne;MOYENNE;Évaluation : campagne de mesure ponctuelle;non;Action(s) d'amélioration de la qualité de l'air en cours;;campagne de mesure ponctuelle;2.376365660931201;48.84340211646565;48.84340211646564, 2.376365660931201;pollution moyenne - incertitude faible;Pollution moyenne;Action(s) d'amélioration de la qualité de l'air en cours;pollution moyenne
IDFM:monomodalStopPlace:43130;Gennevilliers;RER C;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.3079822545537416;48.932824055364314;48.93282405536431, 2.307982254553742;station aérienne;Station aérienne;;station aérienne
IDFM:22173;Glacière;Métro 6;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.3434974927179884;48.83117023524585;48.831170235245835, 2.3434974927179884;station aérienne;Station aérienne;;station aérienne
IDFM:22197;Grands Boulevards;Métro 8;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.342839648636545;48.87146677844407;48.87146677844407, 2.342839648636545;pollution moyenne - incertitude forte;Pollution moyenne;;pollution moyenne
IDFM:monomodalStopPlace:43131;Gretz-Armainvilliers;RER E;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.727167738339898;48.74645539980236;48.74645539980236, 2.727167738339898;station aérienne;Station aérienne;;station aérienne
IDFM:462952;Guy Môquet;Métro 13;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.3274832586261263;48.8930014419616;48.8930014419616, 2.327483258626126;pollution faible - incertitude forte;Pollution faible;;pollution faible
IDFM:22091;Hôtel de Ville;Métro 1;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.3520676701391;48.85735240518587;48.85735240518587, 2.3520676701391;pollution faible - incertitude forte;Pollution faible;;pollution faible
IDFM:22185;Invalides;Métro 13;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.3146399951225347;48.86053445554123;48.86053445554123, 2.3146399951225347;pollution faible - incertitude forte;Pollution faible;;pollution faible
IDFM:22118;Jaurès;Métro 2;station aérienne;station aérienne;;non;Action(s) d'amélioration de la qualité de l'air en cours;https://www.airparif.fr/;;2.370269867509251;48.881596830799246;48.88159683079925, 2.370269867509251;station aérienne;Station aérienne;Action(s) d'amélioration de la qualité de l'air en cours;station aérienne
IDFM:monomodalStopPlace:43135;Joinville-le-Pont;RER A;station aérienne;station aérienne;;non;Action(s) d'amélioration de la qualité de l'air en cours;https://www.airparif.fr/;;2.4638739495546496;48.82119737360793;48.82119737360793, 2.4638739495546496;station aérienne;Station aérienne;Action(s) d'amélioration de la qualité de l'air en cours;station aérienne
IDFM:21995;Jourdain;Métro 11;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.3893253789100957;48.87524734864142;48.875247348641416, 2.389325378910096;pollution faible - incertitude forte;Pollution faible;;pollution faible
IDFM:monomodalStopPlace:45739;Juvisy;RER C;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.383334629403869;48.68970940912315;48.68970940912314, 2.383334629403869;station aérienne;Station aérienne;;station aérienne
IDFM:22395;La Courneuve - 8 Mai 1945;Métro 7;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.4102214036405085;48.92024579662936;48.92024579662936, 2.4102214036405085;pollution moyenne - incertitude forte;Pollution moyenne;;pollution moyenne
IDFM:monomodalStopPlace:470549;La Défense;RER E;pas de données;pas de données;;non;Action(s) d'amélioration de la qualité de l'air en cours;;;2.2384185962504066;48.89222980156821;48.892229801568206, 2.238418596250407;pas de données;Pas de données;Action(s) d'amélioration de la qualité de l'air en cours;pas de données
IDFM:22101;La Défense (Grande Arche);Métro 1;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.237988183098828;48.89181786646099;48.89181786646099, 2.2379881830988277;pollution faible - incertitude forte;Pollution faible;;pollution faible
IDFM:490791;La Dhuys;Métro 11;pas de données;pas de données;Évaluation : impossible faute d’informations;non;;;;2.465116181953647;48.87801119169129;48.8780111916913, 2.465116181953647;pas de données;Pas de données;;pas de données
IDFM:463194;La Motte-Picquet - Grenelle;Métro 6;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.2989570969770083;48.84876544812232;48.848765448122315, 2.298957096977008;station aérienne;Station aérienne;;station aérienne
IDFM:monomodalStopPlace:43145;La Plaine Stade de France;RER B;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.362459916604931;48.918076675621;48.918076675621, 2.362459916604931;station aérienne;Station aérienne;;station aérienne
IDFM:monomodalStopPlace:43231;Le Bourget;RER B;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.425825637815098;48.93074434038326;48.930744340383264, 2.425825637815098;station aérienne;Station aérienne;;station aérienne
IDFM:monomodalStopPlace:45824;Le Coudray-Montceaux;RER D;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.492424499497774;48.566198193158094;48.56619819315809, 2.492424499497774;station aérienne;Station aérienne;;station aérienne
IDFM:monomodalStopPlace:464040;Le Vert de Maisons;RER D;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.4321242678299977;48.788831311232656;48.78883131123265, 2.4321242678299977;station aérienne;Station aérienne;;station aérienne
IDFM:monomodalStopPlace:43227;Les Ardoines;RER C;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.409587305033223;48.78248922625494;48.78248922625494, 2.409587305033223;station aérienne;Station aérienne;;station aérienne
IDFM:monomodalStopPlace:43228;Les Baconnets;RER B;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.288108127151424;48.73984612871272;48.73984612871272, 2.288108127151424;station aérienne;Station aérienne;;station aérienne
IDFM:22146;Les Halles;Métro 4;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.3460057365633102;48.862526659628685;48.86252665962869, 2.34600573656331;pollution faible - incertitude forte;Pollution faible;;pollution faible
IDFM:463209;Liberté;Métro 8;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.4064094591323655;48.82608032193611;48.82608032193611, 2.406409459132366;pollution moyenne - incertitude forte;Pollution moyenne;;pollution moyenne
IDFM:22384;Louis Blanc;Métro 7;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.3643562491890786;48.881241820752706;48.88124182075271, 2.3643562491890786;pollution moyenne - incertitude forte;Pollution moyenne;;pollution moyenne
IDFM:22034;Louise Michel;Métro 3;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.2882778490679767;48.888539001196136;48.88853900119613, 2.2882778490679767;pollution moyenne - incertitude forte;Pollution moyenne;;pollution moyenne
IDFM:22187;Lourmel;Métro 8;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.2822419598550767;48.838660863659925;48.83866086365992, 2.2822419598550767;pollution faible - incertitude forte;Pollution faible;;pollution faible
IDFM:monomodalStopPlace:43833;Luxembourg;RER B;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.3398088878203698;48.845431778424576;48.84543177842458, 2.3398088878203698;pollution moyenne - incertitude forte;Pollution moyenne;;pollution moyenne
IDFM:21973;Mabillon;Métro 10;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;oui;;;;2.3351428193464763;48.85284373829949;48.85284373829949, 2.335142819346476;pollution faible - incertitude forte;Pollution faible;;pollution faible
IDFM:463081;Madeleine;Métro 12;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;;2.3251699290341934;48.87003294090397;48.87003294090397, 2.325169929034193;pollution faible - incertitude forte;Pollution faible;Action(s) d'amélioration de la qualité de l'air en cours;pollution faible
IDFM:21941;Mairie de Montreuil;Métro 9;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;;2.4418193772459085;48.86227443697061;48.8622744369706, 2.4418193772459085;pollution moyenne - incertitude forte;Pollution moyenne;Action(s) d'amélioration de la qualité de l'air en cours;pollution moyenne
IDFM:463224;Maison Blanche;Métro 7;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.358412946155939;48.822149506074965;48.82214950607496, 2.358412946155939;pollution moyenne - incertitude forte;Pollution moyenne;;pollution moyenne
IDFM:monomodalStopPlace:473109;Maisons-Laffitte;RER A;station aérienne;station aérienne;;non;Action(s) d'amélioration de la qualité de l'air en cours;https://www.airparif.fr/;;2.144672265933885;48.94574060746957;48.94574060746957, 2.1446722659338855;station aérienne;Station aérienne;Action(s) d'amélioration de la qualité de l'air en cours;station aérienne
IDFM:monomodalStopPlace:411485;Malesherbes;RER D;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.401036441728877;48.293633291470464;48.293633291470464, 2.4010364417288774;station aérienne;Station aérienne;;station aérienne
IDFM:463215;Maraîchers;Métro 9;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;;2.4060490065790447;48.85265013095636;48.85265013095636, 2.4060490065790447;pollution moyenne - incertitude forte;Pollution moyenne;Action(s) d'amélioration de la qualité de l'air en cours;pollution moyenne
IDFM:462914;Marcel Sembat;Métro 9;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;;2.2435830486180532;48.83359298218974;48.83359298218974, 2.243583048618053;pollution moyenne - incertitude forte;Pollution moyenne;Action(s) d'amélioration de la qualité de l'air en cours;pollution moyenne
IDFM:monomodalStopPlace:43159;Marolles-en-Hurepoix;RER C;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.2909083492518962;48.56564453550255;48.56564453550255, 2.290908349251896;station aérienne;Station aérienne;;station aérienne
IDFM:monomodalStopPlace:47909;Melun;RER D;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.65469836071817;48.527491277248295;48.527491277248295, 2.65469836071817;station aérienne;Station aérienne;;station aérienne
IDFM:22116;Ménilmontant;Métro 2;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;;2.3835396687794903;48.866440166781686;48.866440166781686, 2.38353966877949;pollution moyenne - incertitude forte;Pollution moyenne;Action(s) d'amélioration de la qualité de l'air en cours;pollution moyenne
IDFM:21904;Michel-Ange - Molitor;Métro 10;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.2618218573220084;48.84515597018704;48.84515597018703, 2.2618218573220084;pollution moyenne - incertitude forte;Pollution moyenne;;pollution moyenne
IDFM:462957;Miromesnil;Métro 9;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;;2.3146768238242688;48.87369210197914;48.87369210197914, 2.3146768238242688;pollution moyenne - incertitude forte;Pollution moyenne;Action(s) d'amélioration de la qualité de l'air en cours;pollution moyenne
IDFM:monomodalStopPlace:47684;Montgeron - Crosne;RER D;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.4613774464372242;48.70871108366713;48.70871108366713, 2.461377446437224;station aérienne;Station aérienne;;station aérienne
IDFM:462955;Montparnasse Bienvenue;Métro 6;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;oui;;;;2.3212187199903807;48.84213060781436;48.84213060781436, 2.3212187199903807;pollution moyenne - incertitude forte;Pollution moyenne;;pollution moyenne
IDFM:monomodalStopPlace:45761;Moulin Galant;RER D;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.4734449199645763;48.58688228073328;48.58688228073328, 2.473444919964576;station aérienne;Station aérienne;;station aérienne
IDFM:22144;Mouton-Duvernet;Métro 4;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.3297903478227404;48.831382009093616;48.831382009093616, 2.32979034782274;pollution faible - incertitude forte;Pollution faible;;pollution faible
IDFM:22073;Nation;Métro 6;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.3958598043279085;48.84789550545761;48.84789550545761, 2.3958598043279085;pollution moyenne - incertitude forte;Pollution moyenne;;pollution moyenne
IDFM:monomodalStopPlace:44199;Noisiel;RER A;station aérienne;station aérienne;;non;Action(s) d'amélioration de la qualité de l'air en cours;https://www.airparif.fr/;;2.616660606000051;48.84351408493866;48.84351408493866, 2.616660606000051;station aérienne;Station aérienne;Action(s) d'amélioration de la qualité de l'air en cours;station aérienne
IDFM:463062;Notre-Dame-de-Lorette;Métro 12;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.337900771823332;48.876044174830035;48.87604417483004, 2.3379007718233322;pollution moyenne - incertitude forte;Pollution moyenne;;pollution moyenne
IDFM:463059;Oberkampf;Métro 5;pollution élevée;ELEVE;Évaluation : campagne de mesure ponctuelle;non;Action(s) d'amélioration de la qualité de l'air en cours;;campagne de mesure ponctuelle;2.3686045625807752;48.86464456516527;48.86464456516527, 2.3686045625807752;pollution élevée - incertitude faible;Pollution élevée;Action(s) d'amélioration de la qualité de l'air en cours;pollution élevée
IDFM:21978;Odéon;Métro 10;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.340619126473996;48.8519477060765;48.8519477060765, 2.340619126473996;pollution moyenne - incertitude forte;Pollution moyenne;;pollution moyenne
IDFM:463045;Olympiades;Métro 14;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.367034270941924;48.82694415504304;48.826944155043044, 2.367034270941924;pollution moyenne - incertitude forte;Pollution moyenne;;pollution moyenne
IDFM:monomodalStopPlace:48489;Orangis Bois de l'Epine;RER D;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.40769076622141;48.636339614768296;48.6363396147683, 2.40769076622141;station aérienne;Station aérienne;;station aérienne
IDFM:463228;Pereire;Métro 3;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.297701123838181;48.884929864637186;48.884929864637186, 2.297701123838181;pollution moyenne - incertitude forte;Pollution moyenne;;pollution moyenne
IDFM:monomodalStopPlace:57674;Petit Jouy Les Loges;RER C;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.146851969344536;48.77123768805397;48.77123768805397, 2.1468519693445356;station aérienne;Station aérienne;;station aérienne
IDFM:463098;Picpus;Métro 6;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.401274538822374;48.845103247501854;48.84510324750185, 2.4012745388223746;pollution moyenne - incertitude forte;Pollution moyenne;;pollution moyenne
IDFM:monomodalStopPlace:43179;Pierrefitte - Stains;RER D;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.3703314284767747;48.96277628555097;48.96277628555098, 2.3703314284767747;station aérienne;Station aérienne;;station aérienne
IDFM:22114;Pigalle;Métro 2;pollution élevée;ELEVE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;;2.338257976509587;48.882269542226226;48.882269542226226, 2.338257976509587;pollution élevée - incertitude forte;Pollution élevée;Action(s) d'amélioration de la qualité de l'air en cours;pollution élevée
IDFM:22129;Place de Clichy;Métro 13;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.3273983456470133;48.88373789022764;48.883737890227636, 2.327398345647013;pollution faible - incertitude forte;Pollution faible;;pollution faible
IDFM:22006;Place d'Italie;Métro 5;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;;2.35559694336975;48.83096622708413;48.83096622708413, 2.35559694336975;pollution moyenne - incertitude forte;Pollution moyenne;Action(s) d'amélioration de la qualité de l'air en cours;pollution moyenne
IDFM:463026;Place d'Italie;Métro 7;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.355330902236442;48.83154938471729;48.83154938471729, 2.355330902236442;pollution moyenne - incertitude forte;Pollution moyenne;;pollution moyenne
IDFM:22099;Pont de Neuilly;Métro 1;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;oui;;;;2.258495429369125;48.88548938897471;48.885489388974705, 2.2584954293691255;pollution moyenne - incertitude forte;Pollution moyenne;;pollution moyenne
IDFM:monomodalStopPlace:58798;Pont du Garigliano - Hôpital Européen G. Pompidou;RER C;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.2704701876900395;48.83888336270874;48.83888336270874, 2.2704701876900395;station aérienne;Station aérienne;;station aérienne
IDFM:22111;Porte Dauphine;Métro 2;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;;2.277632717545272;48.871396795248316;48.871396795248316, 2.2776327175452717;pollution moyenne - incertitude forte;Pollution moyenne;Action(s) d'amélioration de la qualité de l'air en cours;pollution moyenne
IDFM:monomodalStopPlace:44514;Porte de Clichy;RER C;pollution moyenne;MOYENNE;Évaluation : mesures permanentes;non;Action(s) d'amélioration de la qualité de l'air en cours;https://www.transilien.com/fr/page-corporate/mesurer-la-qualite-de-lair-interieur;mesures permanentes;2.315941153551472;48.89426256830957;48.894262568309564, 2.3159411535514716;pollution moyenne - incertitude faible;Pollution moyenne;Action(s) d'amélioration de la qualité de l'air en cours;pollution moyenne
IDFM:463263;Porte des Lilas;Métro 11;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;oui;;;;2.4065226763982275;48.877231430672644;48.87723143067265, 2.4065226763982275;pollution faible - incertitude forte;Pollution faible;;pollution faible
IDFM:22375;Pyramides;Métro 7;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.3344175359665558;48.86588028991413;48.865880289914124, 2.3344175359665553;pollution faible - incertitude forte;Pollution faible;;pollution faible
IDFM:22024;Quatre Septembre;Métro 3;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.3362786423248583;48.86959592111918;48.86959592111917, 2.3362786423248583;pollution moyenne - incertitude forte;Pollution moyenne;;pollution moyenne
IDFM:22131;Raspail;Métro 4;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.330466993719873;48.83915635952557;48.83915635952557, 2.330466993719873;pollution faible - incertitude forte;Pollution faible;;pollution faible
